"","product_productid","movie_count","total_votes","movie_score_avg","movie_score_1","movie_score_2","movie_score_3","movie_score_4","movie_score_5"
"11993","B000JNMUX8",113,726,4.47787610619469,2,1,10,28,72
"11994","B000JP938G",191,813,3.16753926701571,35,21,50,47,38
"11995","B000JPCXUQ",134,657,4.3134328358209,5,7,10,31,81
"11996","B000JPDJUY",104,275,3.48076923076923,8,12,28,34,22
"11997","B000JPJFZM",128,947,4.3203125,6,5,11,26,80
"11998","B000JPMJ0K",130,303,3.96153846153846,3,11,25,40,51
"11999","B000JPRPAO",202,636,4.09405940594059,7,11,26,70,88
"12000","B000JQWO2C",275,2150,3.82545454545455,40,17,25,62,131
"12001","B000JRFTHS",125,388,4.376,10,5,2,19,89
"12002","B000JRYOP6",180,763,4.79444444444444,0,2,7,17,154
"12003","B000JSI7AI",709,22419,4.45416078984485,41,29,36,64,539
"12004","B000JSI7B2",217,830,3.88940092165899,4,23,42,72,76
"12005","B000JSI7BM",477,2043,3.9811320754717,28,35,69,131,214
"12006","B000JSI7BW",181,650,3.41988950276243,20,24,38,58,41
"12007","B000JSI7C6",156,1006,3.07692307692308,35,28,25,26,42
"12008","B000JSI7DK",135,490,4.60740740740741,2,5,6,18,104
"12009","B000JU7KAE",413,3443,3.36319612590799,81,51,53,93,135
"12010","B000JU7KAO",413,3443,3.36319612590799,81,51,53,93,135
"12011","B000JUB3L6",230,718,3.83913043478261,12,26,46,49,97
"12012","B000JUB7LM",489,5007,4.19836400817996,38,28,49,58,316
"12013","B000JUB7LW",545,3576,4.12293577981651,30,36,58,134,287
"12014","B000JVRPUI",449,2334,4.60801781737194,8,14,17,68,342
"12015","B000JVSUSE",137,1797,4.42335766423358,9,7,4,14,103
"12016","B000JVT09C",731,6181,3.49110807113543,95,103,124,166,243
"12017","B000JVT1U0",184,1651,4.08695652173913,16,8,13,54,93
"12018","B000JY8F22",438,4210,3.35844748858448,87,47,64,102,138
"12019","B000JYVKU6",259,968,4.67181467181467,1,3,13,46,196
"12020","B000JYW5DM",248,1819,1.76209677419355,151,41,31,14,11
"12021","B000JYW5DW",248,1819,1.76209677419355,151,41,31,14,11
"12022","B000JYWEZG",111,390,4.18018018018018,3,3,14,42,49
"12023","B000JZ3TYA",156,902,4.17307692307692,11,6,16,35,88
"12024","B000K0YLLY",506,3152,3.05928853754941,101,75,115,123,92
"12025","B000K1YDA2",107,558,4.06542056074766,13,4,10,16,64
"12026","B000K29CEI",154,414,4.0974025974026,12,8,14,39,81
"12027","B000K2EQBW",321,1115,4.46417445482866,6,9,23,75,208
"12028","B000K2FGNY",154,742,4.37012987012987,11,3,8,28,104
"12029","B000K2UVZM",257,1922,2.08949416342412,112,69,34,25,17
"12030","B000K2UVZW",257,1922,2.08949416342412,112,69,34,25,17
"12031","B000K2UW06",208,891,4.16826923076923,21,7,13,42,125
"12032","B000K2UW0G",208,891,4.16826923076923,21,7,13,42,125
"12033","B000K3QJRU",190,807,4.11052631578947,12,6,22,59,91
"12034","B000K4WLX0",439,3333,3.07289293849658,119,41,76,95,108
"12035","B000K4WLXA",681,3846,4.35976505139501,27,39,56,99,460
"12036","B000K4WPCC",125,669,3.248,21,22,21,27,34
"12037","B000K4WPCM",125,669,3.248,21,22,21,27,34
"12038","B000K4X5XA",265,1177,4.56981132075472,5,4,19,44,193
"12039","B000K4X5XK",275,2434,3.78545454545455,32,25,28,75,115
"12040","B000K7UBSO",219,1149,3.70319634703196,27,16,33,62,81
"12041","B000K7UBTI",114,701,2.99122807017544,23,22,22,27,20
"12042","B000K7UBU2",219,1149,3.70319634703196,27,16,33,62,81
"12043","B000K7UG2U",202,935,3.45049504950495,23,26,45,53,55
"12044","B000K7UG34",355,3043,4.45070422535211,17,11,18,58,251
"12045","B000K7UG3O",168,777,3.2202380952381,26,24,39,45,34
"12046","B000K7UG3Y",168,777,3.2202380952381,26,24,39,45,34
"12047","B000K7VHHI",183,509,3.68852459016393,14,16,35,66,52
"12048","B000K7VHHS",201,903,2.82089552238806,44,40,47,48,22
"12049","B000K7VHI2",121,393,3.3801652892562,5,18,42,38,18
"12050","B000K7VHLY",187,1086,4.17647058823529,14,6,12,56,99
"12051","B000K7VHOG",489,4151,3.97137014314928,47,26,69,99,248
"12052","B000K7VHOQ",107,1045,3.67289719626168,29,2,4,12,60
"12053","B000K7VHPU",539,2497,4.3543599257885,10,30,41,136,322
"12054","B000K7VHQ4",539,2497,4.3543599257885,10,30,41,136,322
"12055","B000K7VHQE",545,5099,3.93761467889908,65,36,41,129,274
"12056","B000K7VHSM",709,22419,4.45416078984485,41,29,36,64,539
"12057","B000K7VHUA",124,1517,4.08870967741935,13,7,11,18,75
"12058","B000K7VHUU",233,1075,4.55364806866953,5,5,13,43,167
"12059","B000K8EQ5W",379,2625,4.12928759894459,27,19,36,93,204
"12060","B000KC829Y",198,1445,4.47979797979798,6,5,15,34,138
"12061","B000KC86F4",555,3126,3.50630630630631,55,71,125,146,158
"12062","B000KEG938",413,3272,3.30508474576271,71,54,74,106,108
"12063","B000KF0GWW",191,928,4.13089005235602,11,5,24,59,92
"12064","B000KG4BTU",149,380,4.77852348993289,4,0,2,13,130
"12065","B000KGGIQO",523,3158,4.34608030592734,16,22,46,120,319
"12066","B000KGGIQY",523,3158,4.34608030592734,16,22,46,120,319
"12067","B000KGGJ1I",119,727,4.83193277310924,1,0,2,12,104
"12068","B000KGTUUK",122,800,4.23770491803279,3,5,16,34,64
"12069","B000KHX73U",219,1149,3.70319634703196,27,16,33,62,81
"12070","B000KI1UAQ",143,779,2.6993006993007,35,36,27,27,18
"12071","B000KI6286",204,975,4.15686274509804,4,12,21,78,89
"12072","B000KI79YW",121,393,3.3801652892562,5,18,42,38,18
"12073","B000KJQ4Q0",203,960,4.20197044334975,6,13,19,61,104
"12074","B000KJT674",483,2733,4.54244306418219,30,9,20,34,390
"12075","B000KJTC5A",148,633,3.66891891891892,33,12,8,13,82
"12076","B000KJTFDE",135,1064,4.2,8,9,11,27,80
"12077","B000KJTGBA",111,644,4.15315315315315,6,8,10,26,61
"12078","B000KJU128",233,1677,4.16309012875536,23,10,15,43,142
"12079","B000KJU1KA",133,591,3.73684210526316,15,12,17,38,51
"12080","B000KJU1KK",133,591,3.73684210526316,15,12,17,38,51
"12081","B000KJXTFE",213,1617,4.55868544600939,9,4,9,28,163
"12082","B000KJZWMW",194,1036,4.2680412371134,8,7,23,43,113
"12083","B000KKQNRO",608,4791,3.49506578947368,88,59,124,138,199
"12084","B000KLQUS0",702,3791,4.66951566951567,26,6,18,74,578
"12085","B000KLQUSU",125,539,3.144,16,22,39,24,24
"12086","B000KN7BIG",409,1326,3.72616136919315,40,31,75,118,145
"12087","B000KN7BIQ",142,1550,4.23943661971831,16,3,10,15,98
"12088","B000KN9F5I",191,928,4.13089005235602,11,5,24,59,92
"12089","B000KNHCO4",148,857,4.63513513513514,4,2,3,26,113
"12090","B000KNJJJA",218,673,2.98623853211009,39,44,52,47,36
"12091","B000KWLRL4",215,1058,4.56279069767442,1,9,15,33,157
"12092","B000KWZ1TI",163,1198,4.12269938650307,14,5,18,36,90
"12093","B000KWZ1UM",150,1028,3.41333333333333,19,18,31,46,36
"12094","B000KWZ7JC",153,705,3.3921568627451,12,14,56,44,27
"12095","B000KWZ7JM",153,705,3.3921568627451,12,14,56,44,27
"12096","B000KWZ7JW",153,705,3.3921568627451,12,14,56,44,27
"12097","B000KX0HFU",117,506,2.92307692307692,31,20,18,23,25
"12098","B000KX0HH8",117,506,2.92307692307692,31,20,18,23,25
"12099","B000KX0HIC",269,2098,3.75092936802974,33,12,42,84,98
"12100","B000KX0HIW",117,506,2.92307692307692,31,20,18,23,25
"12101","B000KX0HJ6",117,506,2.92307692307692,31,20,18,23,25
"12102","B000KX0IN6",156,2018,4.63461538461539,4,0,7,27,118
"12103","B000KX0IOA",205,1746,4.74146341463415,1,2,9,25,168
"12104","B000KX0IQS",256,1519,4.609375,10,7,9,21,209
"12105","B000KX0ISG",321,1115,4.46417445482866,6,9,23,75,208
"12106","B000KX0ISQ",180,763,4.79444444444444,0,2,7,17,154
"12107","B000L2125O",134,289,4.1865671641791,4,7,19,34,70
"12108","B000L212GS",168,816,4.07738095238095,6,14,25,39,84
"12109","B000L212HC",497,3372,4.14084507042254,18,24,75,133,247
"12110","B000L212HW",222,872,3.48198198198198,23,31,42,68,58
"12111","B000L22SFW",134,289,4.1865671641791,4,7,19,34,70
"12112","B000L22SG6",134,289,4.1865671641791,4,7,19,34,70
"12113","B000L22SGG",134,289,4.1865671641791,4,7,19,34,70
"12114","B000L9GOL4",202,1414,4.74752475247525,2,3,8,18,171
"12115","B000L9HWGK",143,779,2.6993006993007,35,36,27,27,18
"12116","B000LAZDQA",187,1895,4.10695187165775,13,15,19,32,108
"12117","B000LAZE82",269,2098,3.75092936802974,33,12,42,84,98
"12118","B000LAZE8C",269,2098,3.75092936802974,33,12,42,84,98
"12119","B000LAZE8W",269,2098,3.75092936802974,33,12,42,84,98
"12120","B000LB4DWO",731,6181,3.49110807113543,95,103,124,166,243
"12121","B000LB67KU",239,660,4.2928870292887,4,7,33,66,129
"12122","B000LC3ICY",181,685,3.72375690607735,23,15,26,42,75
"12123","B000LC3ID8",181,685,3.72375690607735,23,15,26,42,75
"12124","B000LC3IDI",181,685,3.72375690607735,23,15,26,42,75
"12125","B000LC4Z8K",100,459,4.4,3,1,9,27,60
"12126","B000LC4ZBC",119,537,4.70588235294118,1,1,6,16,95
"12127","B000LC4ZF8",103,393,4.6504854368932,0,0,3,30,70
"12128","B000LC4ZHQ",168,740,4.44642857142857,10,3,8,28,119
"12129","B000LC4ZI0",105,380,4.6952380952381,1,1,5,15,83
"12130","B000LC55F2",497,3372,4.14084507042254,18,24,75,133,247
"12131","B000LC5B6U",104,214,4.30769230769231,7,1,11,19,66
"12132","B000LC5B7O",113,315,3.3716814159292,12,14,32,30,25
"12133","B000LC5B7Y",113,315,3.3716814159292,12,14,32,30,25
"12134","B000LE16VW",175,669,4.45714285714286,6,6,11,31,121
"12135","B000LE1GGW",229,1980,4.03056768558952,14,20,29,48,118
"12136","B000LGOPW2",354,985,4.37005649717514,9,12,27,97,209
"12137","B000LJ5604",141,748,4.75177304964539,2,3,5,8,123
"12138","B000LJ84Z8",189,707,4.75132275132275,1,0,2,39,147
"12139","B000LJ94JI",141,748,4.75177304964539,2,3,5,8,123
"12140","B000LJ9ZWE",125,378,4.336,1,5,7,50,62
"12141","B000LJ9ZWO",125,378,4.336,1,5,7,50,62
"12142","B000LJAVUO",189,706,4.75132275132275,1,0,2,39,147
"12143","B000LJCOSQ",215,1058,4.56279069767442,1,9,15,33,157
"12144","B000LK3NDU",131,836,4.6793893129771,6,1,0,15,109
"12145","B000LMQ3EE",219,1149,3.70319634703196,27,16,33,62,81
"12146","B000LMQ3EO",219,1149,3.70319634703196,27,16,33,62,81
"12147","B000LMTAY4",199,1022,4.06532663316583,19,12,17,40,111
"12148","B000LPC674",110,556,3.81818181818182,16,6,11,26,51
"12149","B000LPH18I",179,1387,4.56983240223464,7,5,4,26,137
"12150","B000LPI68W",313,2412,4.66453674121406,6,2,12,51,242
"12151","B000LPIDS0",158,700,4.18354430379747,4,7,16,60,71
"12152","B000LPMACU",124,260,3.56451612903226,15,14,23,30,42
"12153","B000LPQ6DE",488,5108,4.58196721311475,15,16,21,54,382
"12154","B000LPR6GA",134,1241,4.76865671641791,1,3,1,16,113
"12155","B000LPR9ZS",181,685,3.72375690607735,23,15,26,42,75
"12156","B000LPS47U",117,567,4.47863247863248,2,3,11,22,79
"12157","B000LPS4BG",447,1945,4.32438478747204,35,14,28,64,306
"12158","B000LQEIU6",195,1408,4.34358974358974,11,5,13,43,123
"12159","B000LQFC3S",248,1660,4.63709677419355,1,10,14,28,195
"12160","B000LRGRR2",163,914,3.99386503067485,12,9,20,49,73
"12161","B000LV6NZY",113,1429,4.10619469026549,12,4,12,17,68
"12162","B000LVAQDE",139,478,4.35971223021583,2,2,11,53,71
"12163","B000LW7MCG",170,766,4.55294117647059,2,5,9,35,119
"12164","B000LW7MFI",133,858,4.00751879699248,9,9,20,29,66
"12165","B000LW7MJY",135,784,3.84444444444444,17,9,13,35,61
"12166","B000LW7MQM",233,1286,4.28326180257511,9,15,16,54,139
"12167","B000LW7MRQ",121,296,3.87603305785124,12,8,14,36,51
"12168","B000LW7N8E",114,940,4.36842105263158,4,4,7,30,69
"12169","B000LW7NPC",121,296,3.87603305785124,12,8,14,36,51
"12170","B000LW7OWE",147,624,3.95238095238095,9,16,21,28,73
"12171","B000LW7Q18",112,561,3.84821428571429,11,10,9,37,45
"12172","B000LW7REE",126,207,4.63492063492064,4,1,5,17,99
"12173","B000LWBSDU",489,4151,3.97137014314928,47,26,69,99,248
"12174","B000LWUA7U",307,1733,3.36482084690554,61,35,46,61,104
"12175","B000LX00RY",477,2043,3.9811320754717,28,35,69,131,214
"12176","B000LXH0AE",353,1598,4.10198300283286,21,20,34,105,173
"12177","B000LXH0AY",305,1703,4.26229508196721,17,22,24,43,199
"12178","B000LXH0B8",352,2152,3.87784090909091,21,31,60,98,142
"12179","B000LXH3BK",184,629,4.69565217391304,1,1,11,27,144
"12180","B000LXHK22",196,1046,3.87244897959184,13,17,36,46,84
"12181","B000LXHK2C",194,1046,3.86082474226804,13,17,36,46,82
"12182","B000LY1OA0",141,397,4.51063829787234,5,2,7,29,98
"12183","B000LY5AN2",248,632,4.79435483870968,1,1,6,32,208
"12184","B000LY8NXQ",198,1335,3.72727272727273,28,16,21,50,83
"12185","B000LY94N4",248,632,4.79435483870968,1,1,6,32,208
"12186","B000M06KJ8",400,2535,3.2975,69,70,58,79,124
"12187","B000M0OP1S",413,3443,3.36319612590799,81,51,53,93,135
"12188","B000M0QMM8",137,212,4.42335766423358,8,3,6,26,94
"12189","B000M0QMQY",167,1444,3.70658682634731,22,14,21,44,66
"12190","B000M12H7Q",112,711,3.80357142857143,12,11,8,37,44
"12191","B000M2E340",104,675,4.33653846153846,5,1,10,26,62
"12192","B000M2E354",170,1195,4.48235294117647,6,3,14,27,120
"12193","B000M2IM06",114,425,3.2719298245614,11,16,34,37,16
"12194","B000M2O6AQ",154,782,3.72077922077922,20,15,22,28,69
"12195","B000M2PTZM",106,716,3.85849056603774,3,14,21,25,43
"12196","B000M2SM92",545,5099,3.93761467889908,65,36,41,129,274
"12197","B000M341Q4",114,663,3.01754385964912,19,21,28,31,15
"12198","B000M341QE",847,6329,4.07438016528926,76,51,74,179,467
"12199","B000M341QO",847,6329,4.07438016528926,76,51,74,179,467
"12200","B000M3439E",159,1688,4.69811320754717,5,2,3,16,133
"12201","B000M3439O",106,668,3.06603773584906,30,13,9,28,26
"12202","B000M343BC",135,253,4.65925925925926,0,0,4,38,93
"12203","B000M39HB8",106,509,4.66981132075472,0,1,7,18,80
"12204","B000M4J5OQ",125,970,4.544,5,5,7,8,100
"12205","B000M4RG42",302,3445,3.66225165562914,32,33,48,81,108
"12206","B000M4RG4C",302,3445,3.66225165562914,32,33,48,81,108
"12207","B000M4RG4M",135,253,4.65925925925926,0,0,4,38,93
"12208","B000M4RGA6",353,1598,4.10198300283286,21,20,34,105,173
"12209","B000M53GMC",166,726,4.75301204819277,3,2,3,17,141
"12210","B000M53GMW",112,711,3.80357142857143,12,11,8,37,44
"12211","B000M5AJQ8",847,6329,4.07438016528926,76,51,74,179,467
"12212","B000M5AJQI",847,6329,4.07438016528926,76,51,74,179,467
"12213","B000M5AJQS",847,6329,4.07438016528926,76,51,74,179,467
"12214","B000M5B98A",128,510,3.1171875,26,21,21,32,28
"12215","B000M5B98K",128,510,3.1171875,26,21,21,32,28
"12216","B000M5NRLC",162,521,4.06172839506173,14,12,13,34,89
"12217","B000M86HPC",257,1922,2.08949416342412,112,69,34,25,17
"12218","B000M8X200",265,1177,4.56981132075472,5,4,19,44,193
"12219","B000M9BPEY",343,1607,4.33236151603499,9,16,28,89,201
"12220","B000MAK648",190,663,4.54736842105263,7,4,9,28,142
"12221","B000MAOLVW",190,663,4.54736842105263,7,4,9,28,142
"12222","B000MBVRLS",180,1256,4.52222222222222,4,3,13,35,125
"12223","B000MCH5P4",401,4080,3.24937655860349,90,52,52,82,125
"12224","B000MCH5RM",106,460,3.97169811320755,10,5,11,32,48
"12225","B000MCH5TK",401,4080,3.24937655860349,90,52,52,82,125
"12226","B000MCH5TU",401,4080,3.24937655860349,90,52,52,82,125
"12227","B000MD7OKY",176,935,4.60227272727273,2,3,8,37,126
"12228","B000MDDSB8",125,669,3.248,21,22,21,27,34
"12229","B000MDFTHE",157,918,4.19745222929936,3,5,22,55,72
"12230","B000MDJH7W",127,694,4.84251968503937,0,1,3,11,112
"12231","B000MEYFXW",110,556,3.81818181818182,16,6,11,26,51
"12232","B000MEYFY6",248,1819,1.76209677419355,151,41,31,14,11
"12233","B000MEYFYQ",248,1819,1.76209677419355,151,41,31,14,11
"12234","B000MEYJHY",109,576,3.90825688073395,6,12,12,35,44
"12235","B000MEYJI8",109,576,3.90825688073395,6,12,12,35,44
"12236","B000MEYKA0",113,1093,4.56637168141593,4,4,5,11,89
"12237","B000MEYKAU",129,790,3.21705426356589,29,16,21,24,39
"12238","B000MF4O82",312,2067,3.67307692307692,54,15,38,77,128
"12239","B000MFFCQK",151,1076,4.47019867549669,3,5,9,35,99
"12240","B000MFGRLE",151,1075,4.47019867549669,3,5,9,35,99
"12241","B000MFUDBO",239,660,4.2928870292887,4,7,33,66,129
"12242","B000MFYTD2",405,2407,3.90864197530864,38,36,41,100,190
"12243","B000MG08L8",224,874,4.70089285714286,0,3,9,40,172
"12244","B000MGB6LO",195,459,4.3948717948718,2,6,19,54,114
"12245","B000MGB6M8",373,2911,3.3941018766756,57,50,64,93,109
"12246","B000MGB6MS",102,555,4.5,3,5,6,12,76
"12247","B000MGB6NM",659,8891,2.94233687405159,186,110,81,120,162
"12248","B000MGBLGY",124,1282,4.39516129032258,4,5,11,22,82
"12249","B000MGBLSW",127,639,4.60629921259843,3,1,7,21,95
"12250","B000MGBM1I",313,1360,4.57188498402556,3,6,20,64,220
"12251","B000MGBM1S",102,646,4.65686274509804,3,2,5,7,85
"12252","B000MGBSEY",116,725,4.14655172413793,16,5,1,18,76
"12253","B000MGBSIK",115,502,4.73913043478261,2,2,2,12,97
"12254","B000MGBSIU",140,788,4.85714285714286,0,1,1,15,123
"12255","B000MGTQ6G",110,682,4.76363636363636,1,0,5,12,92
"12256","B000MGTQ7A",185,989,4.80540540540541,2,2,3,16,162
"12257","B000MGTQ7U",103,795,4.49514563106796,3,1,8,21,70
"12258","B000MKD9P6",477,2043,3.9811320754717,28,35,69,131,214
"12259","B000MKIR80",115,675,3.30434782608696,20,11,23,36,25
"12260","B000MKXEME",117,567,4.47863247863248,2,3,11,22,79
"12261","B000ML0YTE",829,7784,4.04463208685163,91,46,60,170,462
"12262","B000ML11RI",829,7784,4.04463208685163,91,46,60,170,462
"12263","B000ML18KS",829,7784,4.04463208685163,91,46,60,170,462
"12264","B000ML4VKC",829,7784,4.04463208685163,91,46,60,170,462
"12265","B000MM0HTA",477,2043,3.9811320754717,28,35,69,131,214
"12266","B000MM0LIM",102,467,2.79411764705882,30,16,17,23,16
"12267","B000MM0LIW",102,467,2.79411764705882,30,16,17,23,16
"12268","B000MM1GJA",184,629,4.69565217391304,1,1,11,27,144
"12269","B000MM1GJK",184,629,4.69565217391304,1,1,11,27,144
"12270","B000MMMT9G",629,8071,3.49602543720191,146,52,55,96,280
"12271","B000MMMT9Q",629,8071,3.49602543720191,146,52,55,96,280
"12272","B000MMMTAK",629,8071,3.49602543720191,146,52,55,96,280
"12273","B000MMMTC8",201,1032,3.38308457711443,23,35,42,44,57
"12274","B000MMN6YS",215,1345,3.7953488372093,33,12,22,47,101
"12275","B000MNOX7G",122,708,4.40983606557377,3,9,5,23,82
"12276","B000MNOX7Q",159,540,4.13207547169811,6,7,20,53,73
"12277","B000MNOX94",122,708,4.40983606557377,3,9,5,23,82
"12278","B000MNOXS0",187,864,4.57219251336898,4,3,11,33,136
"12279","B000MNOXYY",104,400,3.26923076923077,28,10,9,20,37
"12280","B000MP8OSI",242,2105,3.41322314049587,67,14,21,32,108
"12281","B000MPEIF6",379,1163,3.88918205804749,24,33,62,102,158
"12282","B000MQ54OO",573,4079,3.75916230366492,85,59,55,84,290
"12283","B000MQ54OY",573,4079,3.75916230366492,85,59,55,84,290
"12284","B000MQ58VI",152,554,3.74342105263158,12,13,27,50,50
"12285","B000MQ58VS",299,2123,4.45150501672241,10,13,21,43,212
"12286","B000MQ58WC",496,3840,3.57258064516129,52,60,87,146,151
"12287","B000MQ7B1I",198,1445,4.47979797979798,6,5,15,34,138
"12288","B000MQC9H4",405,1783,4.14320987654321,30,16,44,91,224
"12289","B000MQEF6W",113,390,4.43362831858407,3,3,12,19,76
"12290","B000MQRE4C",184,1521,4.20652173913043,13,6,16,44,105
"12291","B000MR1V22",545,5099,3.93761467889908,65,36,41,129,274
"12292","B000MR3RY2",208,891,4.16826923076923,21,7,13,42,125
"12293","B000MR4WHS",114,425,3.2719298245614,11,16,34,37,16
"12294","B000MR9EWG",263,1418,3.38783269961977,38,32,59,58,76
"12295","B000MRA58S",317,1344,4.41955835962145,3,8,29,90,187
"12296","B000MRA592",169,1036,3.89940828402367,11,9,37,41,71
"12297","B000MRA59C",169,1036,3.89940828402367,11,9,37,41,71
"12298","B000MRA59W",169,1036,3.89940828402367,11,9,37,41,71
"12299","B000MRA5EM",105,363,4.08571428571429,7,9,10,21,58
"12300","B000MRK7AO",264,1782,4.64015151515152,1,14,12,25,212
"12301","B000MS1XXI",304,2226,3.13486842105263,63,50,51,63,77
"12302","B000MS3YXU",413,3443,3.36319612590799,81,51,53,93,135
"12303","B000MS6NV0",167,1444,3.70658682634731,22,14,21,44,66
"12304","B000MTFDB0",113,1199,3.70796460176991,24,8,6,14,61
"12305","B000MTFDBA",489,2583,4.35787321063395,22,17,27,121,302
"12306","B000MTFDCO",143,740,4.32867132867133,3,6,15,36,83
"12307","B000MTFFRC",141,526,4.74468085106383,1,2,7,12,119
"12308","B000MTFFUY",106,668,3.06603773584906,30,13,9,28,26
"12309","B000MTPA5Y",113,828,4.49557522123894,3,3,8,20,79
"12310","B000MTPAHW",231,1220,4.45021645021645,10,3,14,50,154
"12311","B000MTVCUQ",463,1714,4.71058315334773,9,10,10,48,386
"12312","B000MTYZ00",329,3779,4.73252279635258,8,8,4,24,285
"12313","B000MUANT6",252,2121,4.47619047619048,12,7,14,35,184
"12314","B000MULMWI",219,1149,3.70319634703196,27,16,33,62,81
"12315","B000MV8ABS",139,533,4.64028776978417,0,5,3,29,102
"12316","B000MV8ZD6",101,520,3.45544554455446,14,13,17,27,30
"12317","B000MV9026",573,4079,3.75916230366492,85,59,55,84,290
"12318","B000MV90IU",231,1220,4.45021645021645,10,3,14,50,154
"12319","B000MVBRE0",124,260,3.56451612903226,15,14,23,30,42
"12320","B000MVXB26",405,2407,3.90864197530864,38,36,41,100,190
"12321","B000MW8AXA",129,778,4.22480620155039,12,4,11,18,84
"12322","B000MWE51G",135,864,4.42222222222222,11,3,6,13,102
"12323","B000MX23UA",355,1111,4.42816901408451,7,6,36,85,221
"12324","B000MX7V3Y",494,1339,4.73481781376518,8,5,12,60,409
"12325","B000MX7V48",102,313,4.12745098039216,3,6,14,31,48
"12326","B000MX7V4I",494,1339,4.73481781376518,8,5,12,60,409
"12327","B000MX7V5M",176,935,4.60227272727273,2,3,8,37,126
"12328","B000MXJ7KY",107,516,3.72897196261682,14,8,20,16,49
"12329","B000MXJ7LS",198,1335,3.72727272727273,28,16,21,50,83
"12330","B000MXPE6U",366,6481,2.99180327868852,146,16,19,65,120
"12331","B000MXPE7O",286,2019,3.1958041958042,53,41,60,61,71
"12332","B000MXPE7Y",286,2019,3.1958041958042,53,41,60,61,71
"12333","B000MXPE88",286,2019,3.1958041958042,53,41,60,61,71
"12334","B000MXYPJW",102,183,3.64705882352941,10,9,20,31,32
"12335","B000MYFILK",167,834,4.78443113772455,1,0,5,22,139
"12336","B000MZHW1S",352,1628,4.28409090909091,8,13,37,107,187
"12337","B000MZHW40",352,1628,4.28409090909091,8,13,37,107,187
"12338","B000MZHW4A",352,1628,4.28409090909091,8,13,37,107,187
"12339","B000N0W9WO",405,1783,4.14320987654321,30,16,44,91,224
"12340","B000N0WCLC",352,1628,4.28409090909091,8,13,37,107,187
"12341","B000N15U92",193,1574,4.65284974093264,6,1,8,24,154
"12342","B000N2KM4O",702,3791,4.66951566951567,26,6,18,74,578
"12343","B000N2MOX6",134,289,4.1865671641791,4,7,19,34,70
"12344","B000N2MOXG",117,506,2.92307692307692,31,20,18,23,25
"12345","B000N324OE",162,1053,4.16666666666667,7,8,22,39,86
"12346","B000N36RKG",242,2095,3.41322314049587,67,14,21,32,108
"12347","B000N37GGU",162,1053,4.16666666666667,7,8,22,39,86
"12348","B000N38DYY",181,685,3.72375690607735,23,15,26,42,75
"12349","B000N3AXPG",167,798,3.87425149700599,12,16,19,54,66
"12350","B000N3AXQ0",102,467,2.79411764705882,30,16,17,23,16
"12351","B000N3AXQU",317,1344,4.41955835962145,3,8,29,90,187
"12352","B000N3SSA8",456,3527,4.38377192982456,28,11,29,78,310
"12353","B000N3SSAI",456,3527,4.38377192982456,28,11,29,78,310
"12354","B000N3SSBM",615,5323,4.29268292682927,45,27,36,102,405
"12355","B000N3SU92",147,1423,3.72789115646259,20,7,22,42,56
"12356","B000N3T0DM",117,772,4.30769230769231,4,5,10,30,68
"12357","B000N3T0DW",117,772,4.30769230769231,4,5,10,30,68
"12358","B000N4PINW",102,313,4.2156862745098,6,2,12,26,56
"12359","B000N4SHOE",261,1379,4.66283524904215,6,3,7,41,204
"12360","B000N4SHPS",317,1344,4.41955835962145,3,8,29,90,187
"12361","B000N52WKS",188,641,4.47340425531915,3,3,13,52,117
"12362","B000N54NGO",188,644,4.47340425531915,3,3,13,52,117
"12363","B000N5F6PG",175,669,4.45714285714286,6,6,11,31,121
"12364","B000N6OLAG",124,947,4.41129032258065,4,7,6,24,83
"12365","B000N6QOY2",124,947,4.41129032258065,4,7,6,24,83
"12366","B000N6SE4U",252,1109,4.46428571428571,3,9,21,54,165
"12367","B000N6TX1I",491,5532,3.64969450101833,77,46,58,101,209
"12368","B000N6TX1S",491,5532,3.64969450101833,77,46,58,101,209
"12369","B000N6TX22",491,5532,3.64969450101833,77,46,58,101,209
"12370","B000N6TYLW",271,1057,4.35055350553506,12,10,18,62,169
"12371","B000N6U0DS",349,1202,4.32378223495702,15,9,33,83,209
"12372","B000N6U0E2",349,1202,4.32378223495702,15,9,33,83,209
"12373","B000N6UERK",234,1042,3.99145299145299,13,11,29,93,88
"12374","B000N6UERU",601,2944,3.96339434276206,38,47,95,140,281
"12375","B000N6UF0G",105,161,4.79047619047619,4,0,1,4,96
"12376","B000N8LWHE",125,970,4.544,5,5,7,8,100
"12377","B000N90JFY",153,705,3.3921568627451,12,14,56,44,27
"12378","B000N90JG8",181,858,3.92265193370166,16,11,22,54,78
"12379","B000N90JGI",107,345,3.64485981308411,16,11,12,24,44
"12380","B000N93WKI",216,1119,3.12037037037037,44,39,33,47,53
"12381","B000N93WKS",128,510,3.1171875,26,21,21,32,28
"12382","B000NA1WF4",126,420,3.50793650793651,11,17,26,41,31
"12383","B000NA1WGS",194,1037,4.2680412371134,8,7,23,43,113
"12384","B000NA21S6",179,1553,4.54189944134078,5,7,8,25,134
"12385","B000NA22C6",260,761,3.63846153846154,14,33,60,79,74
"12386","B000NA28HU",386,1725,2.60621761658031,129,78,60,54,65
"12387","B000NA28I4",386,1725,2.60621761658031,129,78,60,54,65
"12388","B000NA28IE",386,1725,2.60621761658031,129,78,60,54,65
